,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nlargest,0.05,2,2,1,0.999,0.002,1254,4.3508,1.6656,4.347,1.4505,4.173,6.86,14.8401,3.1827,2.1893,3.7793,4.5603,3.455,1.9401,3.7159,4.541880000000001,1.93702,9.454139999999999,1.32646,4.6087,7.9998000000000005,284.38870000000003,3.2592399999999997,5.4133,5.4016,5.10144,3.3262,2.55488,26.101027692307692,3.0481,1.4857,3.4479,0.8525,1.6128,5.1619,7.0906,2.712,1.9277,1.1426,1.9777,0.8574,1.3795,0.8525,5.5444,2.5717,30.6363,1.8242,9.4187,13.8613,1376.7072,4.0612,10.4888,9.2195,8.3776,4.8226,4.1234,1376.7072,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,2,2,1,0.999,0.002,1254,4.3792,1.6656,4.3253,1.4505,4.1521,6.86,14.8401,3.1827,2.1893,3.7793,4.5603,3.455,1.9401,3.7032,4.55072,1.93702,9.44258,1.3247399999999998,4.60032,7.9998000000000005,300.65258,3.2592399999999997,5.4133,5.40044,5.17836,3.3262,2.55488,27.35693692307692,3.0461,1.4857,3.4307,0.8482,1.6128,5.1619,7.0906,2.712,1.9277,1.1368,1.9777,0.8574,1.3795,0.8482,5.5548,2.5717,30.6363,1.8242,9.4187,13.8613,1458.0266,4.0612,10.4888,9.2195,8.3776,4.8226,4.1234,1458.0266,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,2,2,1,0.999,0.002,1254,4.3722,1.6656,4.3253,1.4505,4.1521,6.8251,14.7659,3.17,2.2129,3.7793,4.5417,3.455,1.9401,3.697,4.54894,1.9345400000000001,9.4374,1.32516,4.60032,7.98448,299.45088,3.25094,5.41958,5.3967,5.1726399999999995,3.3262,2.55488,27.26174307692308,3.0409,1.4857,3.4307,0.8482,1.6128,5.1413,7.0906,2.712,1.9277,1.1368,1.9677,0.8574,1.3795,0.8482,5.5557,2.5717,30.6363,1.8263,9.4187,13.8613,1452.1701,4.0612,10.4888,9.2195,8.3776,4.8226,4.1234,1452.1701,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,1,1,0.999,0.002,1254,4.7844,3.7171,3.1882,2.7198,5.458,7.9154,2.5315,2.0476,3.9436,1.9255,3.2098,4.5407,55.2166,3.6823,4.79696,7.6661600000000005,5.26456,2.384,5.07532,23.60928,123.7728,2.3677,4.07198,2.14238,3.4938200000000004,11521.82042,63246.38944,5765.604216923078,4.1361,3.6193,1.5552,1.381,1.2015,3.8996,0.9027,1.4172,1.9085,1.831,3.0329,1.9804,1.5241,0.9027,5.5249,19.5973,15.0526,2.8306,7.6076,65.0195,600.0348,3.4062,6.9405,2.6967,4.1302,57586.9092,315728.6241,315728.6241,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,3,1,0.999,0.002,1254,4.5877,7.5733,3.7283,1.288,1.6126,4.2314,3.7011,1.4683,3.9826,3.1935,4.8089,4.6936,32.8367,3.6812,4.47962,24.0826,3.42492,3.14074,2.18426,8.65536,4.45684,1.4429,6.11958,2.9198399999999998,4.29448,20831.12526,82548861.8309,6351519.858253846,3.191,2.3066,1.955,1.144,1.5354,3.2958,0.9413,1.0892,3.4025,0.8584,1.6983,1.5498,0.9723,0.8584,5.9254,81.7093,4.9772,9.7638,3.5084,21.513,9.7165,1.772,12.1319,4.2806,7.0709,72899.0764,412744228.4812,412744228.4812,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,1,1,0.997,0.002,1254,4.6211,3.4959,2.9565,2.5538,5.0441,7.3838,2.3769,1.8719,3.6837,1.9562,3.7978,4.1291,50.9277,3.6368,4.522959999999999,7.2040999999999995,4.99322,2.24392,4.6862200000000005,22.930799999999998,116.90976,2.19408,3.7837000000000005,2.10378,3.61928,10536.91634,61046.06984,5519.859846153846,3.8843,3.4005,1.4398,1.2641,1.1007,3.5983,0.8469,1.294,1.7735,1.9203,2.9464,1.9649,1.3983,0.8469,5.1786,18.4034,13.9699,2.7353,7.0337,60.1851,566.9181,3.1615,6.4519,2.5424,3.8333,52664.1416,304762.4187,304762.4187,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,1,1,0.998,0.002,1254,4.6925,3.6049,3.0702,2.654,5.2471,7.6451,2.453,1.9579,3.8115,2.039,3.0754,4.3301,53.0298,3.6049,4.65704,7.43168,5.17638,2.3068999999999997,4.8769800000000005,23.77308,120.29256000000001,2.26696,3.92526,2.12756,3.34762,11008.24696,62137.024659999995,5640.41951076923,4.0044,3.5083,1.4964,1.3193,1.15,3.746,0.8671,1.3542,1.8398,1.8412,2.8992,1.8916,1.4599,0.8671,5.3502,18.9913,14.4972,2.724,7.3152,62.5568,583.2497,3.2617,6.6919,2.6584,3.9791,55020.0185,310199.8119,310199.8119,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,2,2,1,0.999,0.002,1254,4.2635,1.6397,3.9489,1.4374,4.2149,7.0015,14.9148,3.2116,2.1812,3.7985,4.5603,3.455,1.9401,3.5913,4.33106,1.8458199999999998,9.5524,1.3188,4.5525199999999995,7.92526,285.81458,3.21006,5.356920000000001,5.44464,5.10372,3.3262,2.55844,26.180032307692308,2.9855,1.2296,3.0268,0.8651,1.6457,5.2088,7.0906,2.7398,1.7942,1.153,1.9777,0.8574,1.3795,0.8574,5.4506,2.5978,32.6528,1.7885,9.2068,13.207,1383.6516,3.7135,10.5418,9.3127,8.3776,4.8226,4.1234,1383.6516,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,3,1,0.998,0.002,1254,4.5017,7.378,3.6234,1.2506,1.5631,4.6653,3.6051,1.4204,3.852,3.4097,4.6618,4.525,32.2617,3.5889,4.37984,23.464199999999998,3.4297400000000002,3.04302,2.1158200000000003,8.64922,4.34088,1.3960000000000001,5.93618,2.9539999999999997,4.16462,20196.31672,80801751.61328,6217077.83104,3.1099,2.2446,1.8952,1.1041,1.4816,3.2194,0.916,1.0535,3.3001,0.8269,1.6411,1.4953,0.9533,0.8269,5.7755,79.5042,4.8391,9.4635,3.3902,20.9918,9.4639,1.7132,11.8045,4.144,6.872,70722.3153,404008679.2815,404008679.2815,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,2,2,1,0.998,0.002,1254,4.147,1.6093,4.172,1.3843,3.981,6.5652,14.184,3.0866,2.0933,3.6188,4.347,3.2863,1.8436,3.5638,4.33454,1.8779800000000002,9.030800000000001,1.26196,4.40588,7.6247,274.19126,3.1268599999999998,5.15516,5.13356,4.83632,3.1547600000000005,2.46124,25.122693846153844,2.9035,1.4301,3.2922,0.8065,1.5287,4.9337,6.8021,2.5958,1.8361,1.0827,1.8759,0.8093,1.3044,0.8065,5.2942,2.4598,29.2114,1.7394,9.0375,13.1746,1327.6587,3.865,9.9821,8.74,7.9271,4.5652,4.0173,1327.6587,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,2,2,1,0.998,0.002,1254,4.1738,1.6093,4.147,1.3843,3.9571,6.5652,14.184,3.0866,2.0933,3.6188,4.347,3.2863,1.8436,3.5421,4.34244,1.8779800000000002,9.0175,1.2600200000000001,4.3963,7.6247,289.8757,3.1268599999999998,5.15516,5.13224,4.90936,3.1547600000000005,2.46124,26.333404615384616,2.9012,1.4301,3.2724,0.8017,1.5287,4.9337,6.8021,2.5958,1.8361,1.0761,1.8759,0.8093,1.3044,0.8017,5.3034,2.4598,29.2114,1.7394,9.0375,13.1746,1406.0809,3.865,9.9821,8.74,7.9271,4.5652,4.0173,1406.0809,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,2,2,1,0.998,0.002,1254,4.166,1.6093,4.147,1.3843,3.9571,6.5251,14.0988,3.0742,2.1076,3.6188,4.3294,3.2863,1.8436,3.5421,4.33934,1.87502,9.01152,1.26042,4.3963,7.60868,288.71124,3.11824,5.1611400000000005,5.127940000000001,4.90358,3.1547600000000005,2.46124,26.240724615384615,2.8947,1.4301,3.2724,0.8017,1.5287,4.9139,6.8021,2.5958,1.8361,1.0761,1.8646,0.8093,1.3044,0.8017,5.3031,2.4598,29.2114,1.7414,9.0375,13.1746,1400.433,3.865,9.9821,8.74,7.9271,4.5652,4.0173,1400.433,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,2,1,4,0.998,0.002,1254,3.4675,4.981,2.8444,1.7766,3.5429,1.7222,5.8203,2.3243,2.4475,2.3277,4.8205,8.3998,442.7622,3.5347,4.3306,4.6428199999999995,2.76946,1.8563200000000002,3.5083600000000006,4.6475,7.0369399999999995,2.38828,2.82514,2.5679600000000002,4.379,10445.68564,5319328.5039800005,409985.7801538462,3.2546,3.7554,2.4117,1.7026,2.3774,1.6899,3.9974,1.8743,2.3985,1.8924,2.5881,3.7229,7.6549,1.6899,5.9356,5.3122,3.17,2.0325,4.5316,11.2729,10.8384,3.183,4.3636,3.3618,5.0052,52204.0734,26393613.258,26393613.258,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,2,2,1,0.997,0.002,1254,4.0481,1.5504,3.9759,1.321,3.7711,6.2827,13.5562,2.9441,2.2233,5.8095,4.1435,3.5262,1.7518,3.5262,4.1885,1.8568799999999999,8.61122,1.23738,4.2012,7.43012,279.47532,2.9802,4.97476,5.34608,4.65418,3.14996,2.37138,25.421321538461537,2.7724,1.5069,3.1213,0.7576,1.4489,4.7153,6.525,2.4844,1.8245,1.0186,1.7793,0.7638,1.2334,0.7576,5.0898,2.3528,27.8515,1.8535,8.6714,13.3377,1355.9365,3.6781,9.4994,8.285,7.5004,4.3212,3.9139,1355.9365,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,2,2,1,0.997,0.002,1254,4.0394,1.5504,3.9759,1.321,3.7711,6.2379,13.4613,2.9323,2.2646,5.8095,4.1267,3.5262,1.7518,3.5262,4.1852599999999995,1.8535599999999999,8.60454,1.2378,4.2012,7.41352,278.34716,2.9714199999999997,4.9814,5.3412999999999995,4.6483,3.14996,2.37138,25.331292307692305,2.7648,1.5069,3.1213,0.7576,1.4489,4.6964,6.525,2.4844,1.8245,1.0186,1.7667,0.7638,1.2334,0.7576,5.0884,2.3528,27.8515,1.8556,8.6714,13.3377,1350.4901,3.6781,9.4994,8.285,7.5004,4.3212,3.9139,1350.4901,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,2,2,1,0.997,0.002,1254,4.0285,1.5504,4.0039,1.321,3.7976,6.2827,13.5562,2.9441,2.2233,5.8095,4.1435,3.5262,1.7518,3.5262,4.18142,1.8568799999999999,8.62608,1.23954,4.2118400000000005,7.43012,264.35024,2.9802,4.97476,5.34752,4.58478,3.14996,2.37138,24.25420923076923,2.775,1.5069,3.1433,0.763,1.4489,4.7153,6.525,2.4844,1.8245,1.0258,1.7793,0.7638,1.2334,0.763,5.0816,2.3528,27.8515,1.8535,8.6714,13.3377,1280.3111,3.6781,9.4994,8.285,7.5004,4.3212,3.9139,1280.3111,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,3,1,0.997,0.002,1254,4.3743,7.1876,3.5214,1.2142,1.5151,4.5392,3.5116,1.374,3.7256,3.3084,4.5378,4.3623,31.6962,3.5116,4.293,22.86124,3.3455399999999997,3.13908,2.04948,8.425839999999999,4.2278199999999995,1.3699,5.7763599999999995,2.86236,4.46192,19580.26426,79089922.08286001,6085351.166127693,3.0228,2.1843,1.8372,1.0656,1.4296,3.1448,0.8914,1.0189,3.2919,0.7965,1.5858,1.4427,0.9346,0.7965,5.7618,77.3564,4.7047,10.0033,3.2759,20.4828,9.2176,1.7528,11.4856,4.0117,6.6785,68608.4671,395449533.4735,395449533.4735,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,2,1,1,0.999,0.002,1254,5.4367,1.8507,2.6905,2.5535,3.5326,76.3672,17.2633,3.108,2.1204,3.4433,6.299,12.1918,5.4189,3.5087,4.82806,1.8433199999999998,2.8134799999999998,2.64148,7.13202,49.71228,39.37758,2.85056,3.7674,3.08968,5.55222,15.30548,8.35506,11.328355384615385,3.5356,1.7353,2.4998,1.2712,3.4428,3.4658,5.7491,1.6257,2.086,2.3464,2.358,1.8724,1.308,1.2712,5.9027,2.0042,3.6249,4.085,20.5823,82.5429,85.6101,3.247,7.1823,3.5087,6.5289,30.7921,21.2489,85.6101,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,2,3,2,0.999,0.002,1254,4.2206,7.4389,3.0419,2.0601,3.1287,5.5569,7.7869,2.1392,3.4606,3.4286,3.1163,5.9728,3.4968,3.5047,4.16342,6.85732,3.22498,2.4916600000000004,3.6729,6.02936,9.28058,2.3005,5.39638,3.1058,4.05628,14572.143119999999,1573.10344,1245.8327492307692,3.2483,3.2326,2.0603,1.4387,2.9648,2.1733,2.6263,1.7892,2.8533,1.5534,1.8794,2.3322,1.8547,1.4387,5.0062,10.7689,4.7619,4.5448,4.9395,9.5858,17.2094,3.4109,8.7721,4.4107,8.9716,40574.5826,6899.8617,40574.5826,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,2,1,1,0.999,0.002,1254,5.4408,1.8507,2.6905,2.5435,3.5147,75.9849,17.1765,3.0924,2.1204,3.426,6.331,12.1918,5.4189,3.4909,4.82434,1.8485399999999998,2.80114,2.6313000000000004,7.12154,49.46622,39.22528,2.83848,3.7804200000000003,3.07648,5.6231,15.30548,8.35506,11.299798461538462,3.5231,1.7482,2.4871,1.2712,3.4256,3.4658,5.7491,1.6257,2.086,2.3464,2.3485,1.8724,1.308,1.2712,5.9026,2.0042,3.5884,4.0643,20.5823,82.1228,85.2644,3.2339,7.1532,3.4909,6.6081,30.7921,21.2489,85.2644,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,2,1,1,0.999,0.002,1254,5.4398,1.8507,2.6905,2.5535,3.5147,76.3672,17.2633,3.108,2.1204,3.426,6.331,12.1918,5.4189,3.4909,4.831,1.8433199999999998,2.80478,2.6333,7.12154,49.71228,39.37758,2.85056,3.7674,3.0792,5.63166,15.30548,8.35506,11.331781538461538,3.5317,1.7353,2.4871,1.2712,3.4256,3.4658,5.7491,1.6257,2.086,2.3464,2.358,1.8724,1.308,1.2712,5.9014,2.0042,3.6066,4.0643,20.5823,82.5429,85.6101,3.247,7.1823,3.4909,6.6414,30.7921,21.2489,85.6101,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,1,2,0.999,0.002,1254,3.9364,6.1328,2.3981,2.9697,3.5106,6.9654,2.6493,2.4819,3.1757,1.5606,2.6806,20708.4632,30.0646,3.4825,4.56868,7.14148,3.30638,2.69244,3.7361199999999997,10.59552,16.059260000000002,2.44838,3.45536,2.04838,2.78376,118081.67061999999,20245.06484,10645.04394,3.5637,5.046,1.626,1.7209,2.2762,4.3635,2.3444,1.7358,1.9382,1.5563,1.9479,2.4746,2.1598,1.5563,6.7041,12.2616,7.6857,3.3754,4.8931,20.4425,66.8777,2.9908,5.3144,3.4351,3.8564,301486.3186,101063.6316,301486.3186,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,2,2,4,0.999,0.002,1254,3.4823,4.2899,2.3357,1.5066,3.3299,3.7373,7.001,2.2701,3.0501,1.7793,3.9361,3.9269,49.4019,3.4823,4.14428,5.250360000000001,2.7883400000000003,2.11938,3.4104,3.78772,6.59272,2.23856,3.2591200000000002,2.34298,3.63354,26665288.793980002,627667866.5654199,50333322.68667692,3.2555,3.578,2.0707,1.4599,2.7813,3.1031,5.2816,1.9921,2.8739,1.4699,2.6118,2.3218,7.757,1.4599,6.9751,9.3571,3.6825,3.4631,3.8264,4.5084,7.3136,2.4119,4.2573,3.4221,4.1594,133326430.1332,3138283581.342,3138283581.342,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,2,2,1,0.998,0.002,1254,4.0761,1.5876,3.8128,1.3857,4.0291,6.728,14.2697,3.1177,2.0856,3.6408,4.347,3.2863,1.8436,3.4417,4.14504,1.7962,9.214839999999999,1.27032,4.36878,7.57358,275.84098,3.08392,5.1065,5.18246,4.83892,3.1547600000000005,2.4654,25.233976923076924,2.8527,1.1871,2.9104,0.8276,1.5662,4.9835,6.8021,2.6277,1.714,1.0937,1.8759,0.8093,1.3044,0.8093,5.2195,2.5186,31.4832,1.7263,8.8788,12.6039,1335.701,3.5377,10.0427,8.8462,7.9271,4.5652,4.0173,1335.701,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,2,3,0.997,0.002,1254,3.5275,7.8272,2.4352,1.964,2.3834,4.1058,3.6944,1.7271,4.1007,1.9151,3.858,11.7825,8.3487,3.4233,4.1027000000000005,7.52028,2.4340800000000002,2.06422,3.24534,4.444100000000001,4.83322,2.05404,3.74862,1.9826000000000001,3.3516199999999996,20865501.404360004,1907.55026,1605188.3642646153,3.0222,3.4914,1.6645,1.5901,2.284,1.632,2.3683,1.6466,2.9443,1.4643,1.1798,4.0873,1.9996,1.1798,6.0545,11.7206,3.4253,2.4037,6.7734,6.9672,8.7069,2.7261,4.2809,2.3653,6.2694,104313429.8348,9117.4873,104313429.8348,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,2,3,0.999,0.002,1254,3.7478,8.344,2.4417,2.0045,2.5322,4.3626,3.9303,1.8424,4.4219,1.9533,3.345,12.6386,9.0248,3.4185,4.31802,7.87514,2.5314799999999997,2.13726,3.4243,4.68162,5.13476,2.1332999999999998,3.99078,1.9883200000000003,3.36396,22106094.480920002,2002.3013999999998,1700626.0277892307,3.1767,3.7321,1.7933,1.6654,2.423,1.6467,2.5346,1.6936,3.0421,1.5615,1.2819,4.417,2.1561,1.2819,6.3411,12.21,3.6286,2.5336,7.138,7.3309,9.2235,2.9061,4.564,2.4425,6.7505,110515150.3224,9558.9939,110515150.3224,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,2,1,1,0.999,0.002,1254,4.5311,1.7428,2.5932,2.0227,3.2846,78.3405,17.2633,3.1422,2.1372,3.478,6.299,12.1918,5.4189,3.4004,4.527880000000001,1.76796,2.67744,2.0566400000000002,6.5864199999999995,50.88496,39.71736,2.85094,3.52652,3.1176000000000004,5.55852,15.30548,8.35788,11.302738461538462,3.4004,1.6615,2.2635,1.3297,3.2049,3.4976,5.7491,1.634,2.1022,2.3559,2.358,1.8724,1.3221,1.3221,5.7476,1.8913,3.613,2.8145,18.8012,84.712,86.4808,3.2194,5.9012,3.5445,6.5289,30.7921,21.2489,86.4808,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,2,3,2,0.998,0.002,1254,4.0763,7.1597,3.2657,1.9838,3.1171,5.3555,7.5022,2.0609,3.3393,4.2052,3.056,5.7471,3.3605,3.3877,4.0511,6.62954,3.18374,2.3996199999999996,3.57928,5.83814,8.98072,2.21588,5.2116,3.36258,3.94798,14002.05748,1533.89238,1198.8730799999998,3.1371,3.11,1.9971,1.3812,2.8646,2.2365,2.5594,1.7238,2.7579,1.4936,1.8054,2.2292,1.8091,1.3812,4.8486,10.4419,4.6007,4.3816,4.764,9.2373,16.6505,3.2831,8.475,5.1447,8.7617,38992.6017,6737.631,38992.6017,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,2,2,1,0.997,0.002,1254,3.9656,1.5325,3.6812,1.3359,3.8512,6.4649,13.6518,2.9767,1.994,5.8507,4.1435,3.5262,1.7518,3.3803,4.00694,1.77452,8.88888,1.25962,4.1922999999999995,7.237260000000001,266.20640000000003,2.94286,4.92468,5.40492,4.5876600000000005,3.14996,2.37612,24.38093230769231,2.7273,1.2547,2.7985,0.7917,1.4904,4.7677,6.525,2.52,1.8245,1.0374,1.7793,0.7638,1.2334,0.7638,5.0243,2.4307,30.3543,1.7089,8.5621,12.0278,1289.3665,3.37,9.5668,8.4026,7.5004,4.3212,3.9139,1289.3665,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,2,2,4,0.998,0.002,1254,3.358,4.1269,2.3375,1.4415,3.2245,3.5812,6.7272,2.222,2.9128,1.7171,3.7758,3.7747,48.0176,3.358,3.9924399999999998,5.04378,2.70078,2.0342200000000004,3.28354,3.68128,6.3288400000000005,2.1561,3.12962,2.27204,3.51242,25386048.799200002,600101137.85926,48114401.90719385,3.141,3.4423,1.9847,1.4227,2.6935,2.9613,5.0732,1.9184,2.8141,1.5476,2.4851,2.2032,7.3747,1.4227,6.6943,8.9759,3.5512,3.3065,3.6611,4.5957,7.003,2.3018,4.0837,3.2788,4.013,126930230.6798,3000451341.9707,3000451341.9707,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,2,1,4,0.997,0.002,1254,3.3158,4.772,2.7245,1.7084,3.3649,1.6318,5.7459,2.2442,2.3931,2.2201,4.6514,8.0246,428.07,3.3567,4.14992,4.438219999999999,2.64704,1.7927199999999999,3.3438600000000003,4.43198,6.81394,2.30048,2.75102,2.44846,4.2154,9811.670180000001,5010895.61454,386211.2782892308,3.1103,3.5961,2.3029,1.6791,2.2531,1.6017,3.8131,1.7698,2.3443,1.793,2.4406,3.8409,7.406,1.6017,5.6925,5.065,3.0211,1.9532,4.3684,10.7819,10.5002,3.0862,4.2389,3.2207,4.8373,49034.5051,24863029.4279,24863029.4279,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,3,1,1,0.999,0.002,1254,3.4112,1.6713,2.454,1.7706,4.5753,6.3678,7.221,2.776,4.4756,2.962,5.7068,2.7799,3.112,3.3547,3.34726,1.85244,8.13354,1.7691,4.0951,12.51194,58.72424000000001,2.9232,5.40198,3.42492,4.8066,4.23998,8.655840000000001,9.222010769230769,2.756,1.22,1.1739,1.1476,1.4533,4.1677,5.1194,2.2793,1.7304,1.4739,1.7167,2.2065,1.4414,1.1476,3.9364,3.3457,32.8986,2.3824,6.8465,38.7236,140.8146,3.5769,8.3971,5.2558,7.5207,6.8061,29.6502,140.8146,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,3,1,1,0.999,0.002,1254,3.4097,1.6713,2.454,1.7616,4.5753,6.3678,7.221,2.776,4.4756,2.947,5.7068,2.7799,3.112,3.3547,3.34628,1.85244,8.13354,1.76554,4.0951,12.51194,58.72424000000001,2.9232,5.40198,3.42192,4.8066,4.23998,8.655840000000001,9.22143076923077,2.7548,1.22,1.1739,1.1476,1.4533,4.1677,5.1194,2.2793,1.7304,1.4739,1.7167,2.2065,1.4414,1.1476,3.9364,3.3457,32.8986,2.3824,6.8465,38.7236,140.8146,3.5769,8.3971,5.2558,7.5207,6.8061,29.6502,140.8146,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,3,1,1,0.999,0.002,1254,3.3844,1.6881,2.3105,1.7507,4.3213,6.3678,7.2574,2.776,4.4938,2.962,5.7068,2.7799,3.112,3.3547,3.3329,1.86188,8.104099999999999,1.72132,4.00314,12.586099999999998,59.01616,2.92896,5.405620000000001,3.4271599999999998,4.77666,4.23998,8.655840000000001,9.23537076923077,2.7424,1.2262,1.1655,1.0314,1.4533,4.1845,5.1194,2.2793,1.7304,1.4739,1.567,2.2065,1.4414,1.0314,3.9268,3.3457,33.0655,2.4065,6.881,38.9205,141.5308,3.5913,8.3971,5.2558,7.5207,6.8061,29.6502,141.5308,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,3,1,1,0.999,0.002,1254,3.4056,1.6713,2.454,1.7616,4.5753,6.3678,7.1919,2.776,4.4756,2.947,5.7068,2.7799,3.112,3.3547,3.3428200000000006,1.85244,8.13354,1.76314,4.0951,12.505199999999999,58.71842,2.9174800000000003,5.40058,3.42192,4.8004999999999995,4.23998,8.655840000000001,9.218996923076924,2.7512,1.22,1.1739,1.1476,1.4533,4.151,5.1194,2.2793,1.7234,1.4739,1.7167,2.2065,1.4414,1.1476,3.9348,3.3457,32.8986,2.3704,6.8465,38.7236,140.8146,3.5626,8.3971,5.2558,7.4902,6.8061,29.6502,140.8146,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,4,1,1,0.999,0.002,1254,3.4901,3.888,4.0106,1.734,1.5967,8.7045,4.0808,1.8116,5.0329,1.9593,2.5379,7.9542,11.8489,3.3391,3.5959600000000003,5.1985399999999995,3.52784,1.72592,4.76134,11.77638,6.789759999999999,1.6969,4.5292,2.2713799999999997,3.2382400000000002,4436.91624,40133971.37932,3087573.646693846,3.316,1.4217,1.1746,1.0311,1.3101,3.4687,1.3872,1.3679,1.1835,1.4892,1.4615,2.1577,1.9531,1.0311,3.9497,12.6229,5.84,2.3691,16.7926,21.4677,20.151,2.0084,6.5376,4.1182,6.9934,22153.7037,200667740.2614,200667740.2614,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,1,2,0.998,0.002,1254,3.8058,5.9652,2.356,2.8583,3.3582,6.7559,2.552,2.3781,3.0634,1.6222,2.647,19747.5302,28.7686,3.3386,4.42082,6.92824,3.2196599999999997,2.60236,3.5891800000000003,10.50052,15.574220000000002,2.37208,3.33076,2.00356,2.69592,113099.96562,19846.907799999997,10231.085441538462,3.4435,4.8888,1.5604,1.6477,2.1848,4.1841,2.2711,1.663,1.8688,1.4878,1.896,2.3564,2.0565,1.4878,6.4818,11.872,7.3968,3.2834,4.7085,21.1997,64.8979,2.9105,5.1323,3.3141,3.6987,288815.5466,99079.3942,288815.5466,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,2,3,2,0.997,0.002,1254,3.9863,7.1397,3.1739,1.9102,3.0056,5.1613,7.2276,1.9854,3.323,4.0254,2.9427,5.5297,3.2295,3.323,3.9323799999999998,6.4590000000000005,3.08774,2.3509599999999997,3.45734,5.63772,8.68672,2.1525000000000003,5.1067599999999995,3.26846,3.8068800000000005,13453.78432,1495.6448599999999,1153.6442800000002,3.0377,2.992,1.922,1.4993,2.7677,2.2175,2.4758,1.7517,2.6655,1.436,1.7342,2.1307,1.7647,1.436,4.7027,10.1246,4.4448,4.224,4.5946,8.9011,16.1093,3.16,8.1877,5.163,8.4793,37470.9112,6579.0612,37470.9112,5,5,5,5,5,5,5,5,5,5,5,5,5,65
