,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsmallest,0.1,1,5,4,0.999,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,5,6,4,0.997,0.002,1254,0.9966,1.0,0.996,1.0,1.0,1.0,1.0,0.993,1.0,0.9929,0.9861,0.9859,0.9851,1.0,1.00052,1.0,0.99502,0.9985799999999999,1.0,0.9985799999999999,0.9985799999999999,0.9943799999999999,1.0,0.99016,1.1051600000000001,0.9873200000000001,0.9780200000000001,1.003563076923077,0.9962,1.0,0.9861,0.9929,1.0,0.9929,0.9929,0.9929,1.0,0.9859,0.986,0.979,0.9564,0.9564,1.0158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,1.5677,0.993,0.9928,1.5677,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,1,5,4,0.997,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,4,0.998,0.002,1254,1.2921,0.994,1.0,1.0,1.0,1.899,2.8174,1.0,0.9821,1.1353,0.9703,0.962,0.9625,1.0,1.2403,1.0787,1.03242,0.9963599999999999,1.0366199999999999,1.9256,2.7291800000000004,1.0121600000000002,0.98322,1.8420999999999998,0.96434,1.39464,1.2429400000000002,1.3445061538461538,1.1292,0.98,0.9839,0.9879,0.9939,0.9541,1.143,0.9939,0.9642,1.0,0.9409,0.9544,0.9497,0.9409,1.3177,1.4336,1.1842,1.0,1.1527,3.9114,3.9562,1.0335,0.9939,3.4895,0.9761,2.5661,2.0706,3.9562,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,2,0.997,0.002,1254,1.1736,0.996,1.0,1.0,0.993,1.8932,2.8141,1.0,0.9859,0.993,0.9791,0.9563,0.9534,1.0,1.2036799999999999,1.08086,1.02166,0.9985799999999999,1.01716,1.94964,2.72574,0.9957800000000001,0.98734,2.71976,0.9776999999999999,1.05512,1.03884,1.367066153846154,1.0943,0.989,1.0,0.9929,0.993,0.9545,1.1644,0.986,0.979,0.9789,0.9513,0.9446,0.8935,0.8935,1.3641,1.4263,1.0983,1.0,1.1068,3.9624,3.8926,1.0,0.993,6.7747,1.0,1.4577,1.4265,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,2,0.998,0.002,1254,1.1764,0.996,1.0,1.0,0.994,1.9087,2.8325,1.0,0.9879,0.994,0.9821,0.9602,0.9593,1.0,1.2061199999999999,1.08156,1.02208,0.99878,1.01822,1.9582799999999998,2.73968,0.9963799999999999,0.9891400000000001,2.72232,0.9808600000000001,1.06078,1.04888,1.3710061538461538,1.0965,0.99,1.0,0.9939,0.994,0.9603,1.1667,0.988,0.9819,0.9819,0.9582,0.9512,0.9069,0.9069,1.3673,1.4278,1.0994,1.0,1.1091,3.9745,3.9124,1.0,0.994,6.7747,1.0,1.4641,1.4463,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,2,0.999,0.002,1254,1.1792,0.996,1.0,1.0,0.995,1.9243,2.8511,1.0,0.9899,0.995,0.9851,0.9641,0.9653,1.0,1.20882,1.08224,1.02254,0.9989800000000001,1.01928,1.9670200000000002,2.75374,0.99698,0.9909399999999999,2.7248799999999997,0.9840199999999999,1.06646,1.05904,1.3749953846153846,1.0988,0.991,1.0,0.9949,0.995,0.9662,1.1691,0.99,0.9849,0.9849,0.965,0.9576,0.9205,0.9205,1.3704,1.4292,1.1006,1.0,1.1114,3.9867,3.9323,1.0,0.995,6.7747,1.0,1.4705,1.4663,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,3,0.997,0.002,1254,1.1736,0.996,1.0,1.0,0.993,1.8932,2.8141,1.0,0.9859,0.993,0.9791,0.9563,0.9534,1.0,1.2036799999999999,1.08086,1.02166,0.9985799999999999,1.01716,1.94964,2.72574,0.9957800000000001,0.98734,2.71976,0.9776999999999999,1.05512,1.03884,1.367066153846154,1.0943,0.989,1.0,0.9929,0.993,0.9545,1.1644,0.986,0.979,0.9789,0.9513,0.9446,0.8935,0.8935,1.3641,1.4263,1.0983,1.0,1.1068,3.9624,3.8926,1.0,0.993,6.7747,1.0,1.4577,1.4265,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,3,0.998,0.002,1254,1.1764,0.996,1.0,1.0,0.994,1.9087,2.8325,1.0,0.9879,0.994,0.9821,0.9602,0.9593,1.0,1.2061199999999999,1.08156,1.02208,0.99878,1.01822,1.9582799999999998,2.73968,0.9963799999999999,0.9891400000000001,2.72232,0.9808600000000001,1.06078,1.04888,1.3710061538461538,1.0965,0.99,1.0,0.9939,0.994,0.9603,1.1667,0.988,0.9819,0.9819,0.9582,0.9512,0.9069,0.9069,1.3673,1.4278,1.0994,1.0,1.1091,3.9745,3.9124,1.0,0.994,6.7747,1.0,1.4641,1.4463,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,3,0.999,0.002,1254,1.1792,0.996,1.0,1.0,0.995,1.9243,2.8511,1.0,0.9899,0.995,0.9851,0.9641,0.9653,1.0,1.20882,1.08224,1.02254,0.9989800000000001,1.01928,1.9670200000000002,2.75374,0.99698,0.9909399999999999,2.7248799999999997,0.9840199999999999,1.06646,1.05904,1.3749953846153846,1.0988,0.991,1.0,0.9949,0.995,0.9662,1.1691,0.99,0.9849,0.9849,0.965,0.9576,0.9205,0.9205,1.3704,1.4292,1.1006,1.0,1.1114,3.9867,3.9323,1.0,0.995,6.7747,1.0,1.4705,1.4663,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,4,0.997,0.002,1254,1.1736,0.996,1.0,1.0,0.993,1.8932,2.8141,1.0,0.9859,0.993,0.9791,0.9563,0.9534,1.0,1.2036799999999999,1.08086,1.02166,0.9985799999999999,1.01716,1.94964,2.72574,0.9957800000000001,0.98734,2.71976,0.9776999999999999,1.05512,1.03884,1.367066153846154,1.0943,0.989,1.0,0.9929,0.993,0.9545,1.1644,0.986,0.979,0.9789,0.9513,0.9446,0.8935,0.8935,1.3641,1.4263,1.0983,1.0,1.1068,3.9624,3.8926,1.0,0.993,6.7747,1.0,1.4577,1.4265,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,4,0.998,0.002,1254,1.1764,0.996,1.0,1.0,0.994,1.9087,2.8325,1.0,0.9879,0.994,0.9821,0.9602,0.9593,1.0,1.2061199999999999,1.08156,1.02208,0.99878,1.01822,1.9582799999999998,2.73968,0.9963799999999999,0.9891400000000001,2.72232,0.9808600000000001,1.06078,1.04888,1.3710061538461538,1.0965,0.99,1.0,0.9939,0.994,0.9603,1.1667,0.988,0.9819,0.9819,0.9582,0.9512,0.9069,0.9069,1.3673,1.4278,1.0994,1.0,1.1091,3.9745,3.9124,1.0,0.994,6.7747,1.0,1.4641,1.4463,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,5,4,0.999,0.002,1254,1.1792,0.996,1.0,1.0,0.995,1.9243,2.8511,1.0,0.9899,0.995,0.9851,0.9641,0.9653,1.0,1.20882,1.08224,1.02254,0.9989800000000001,1.01928,1.9670200000000002,2.75374,0.99698,0.9909399999999999,2.7248799999999997,0.9840199999999999,1.06646,1.05904,1.3749953846153846,1.0988,0.991,1.0,0.9949,0.995,0.9662,1.1691,0.99,0.9849,0.9849,0.965,0.9576,0.9205,0.9205,1.3704,1.4292,1.1006,1.0,1.1114,3.9867,3.9323,1.0,0.995,6.7747,1.0,1.4705,1.4663,6.7747,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,1,0.997,0.002,1254,1.1413,0.993,0.996,1.0,1.172,3.9274,1.9364,1.0,1.0,1.5512,0.9581,0.9653,0.9561,1.0,1.16718,1.08308,1.01656,1.0,1.16358,2.9544799999999998,2.33798,0.9944,1.02836,2.39112,1.06398,0.9989000000000001,0.9550000000000001,1.3965092307692308,1.0799,0.9929,0.9859,1.0,0.993,0.9718,0.9349,0.986,0.993,0.9929,0.952,0.9581,0.9463,0.9349,1.3266,1.4365,1.108,1.0,1.3305,3.9723,3.8469,1.0,1.1558,4.7191,1.4718,1.1378,0.9603,4.7191,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,1,0.998,0.002,1254,1.144,0.994,0.996,1.0,1.172,3.9313,1.9442,1.0,1.0,1.5559,0.964,0.9702,0.9623,1.0,1.1694,1.08368,1.01716,1.0,1.16398,2.9612600000000002,2.34678,0.9952,1.029,2.39544,1.06884,1.00374,0.9610800000000002,1.3996584615384615,1.0815,0.9939,0.9879,1.0,0.994,0.9758,0.9434,0.988,0.994,0.9939,0.9587,0.964,0.9532,0.9434,1.3291,1.4365,1.108,1.0,1.3305,3.9763,3.8664,1.0,1.157,4.7239,1.4748,1.1424,0.9653,4.7239,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,1,0.999,0.002,1254,1.1466,0.995,0.996,1.0,1.172,3.9353,1.9521,1.0,1.0,1.5606,0.9699,0.9751,0.9685,1.0,1.1713,1.0843,1.01776,1.0,1.16438,2.96806,2.35562,0.9960000000000001,1.02964,2.39974,1.0737400000000001,1.00862,0.9672000000000001,1.402796923076923,1.0807,0.995,0.9899,1.0,0.995,0.9798,0.952,0.99,0.995,0.9949,0.9655,0.9699,0.9602,0.952,1.3316,1.4365,1.108,1.0,1.3305,3.9875,3.886,1.0,1.1582,4.7286,1.4778,1.1471,0.9704,4.7286,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,2,0.997,0.002,1254,1.1411,0.993,0.996,1.0,1.172,3.9274,1.9364,1.0,1.0,1.5512,0.9581,0.972,0.9561,1.0,1.1682000000000001,1.08308,1.01656,1.0,1.16358,2.9544799999999998,2.3373999999999997,0.9944,1.02836,2.39112,1.06398,1.097,0.97374,1.4055307692307693,1.0798,0.9929,0.9859,1.0,0.993,0.9718,0.9349,0.986,0.993,0.9929,0.952,0.9581,0.9463,0.9349,1.3265,1.4365,1.108,1.0,1.3305,3.9723,3.8469,1.0,1.1558,4.7191,1.4718,1.4518,1.054,4.7191,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,2,0.998,0.002,1254,1.1439,0.994,0.996,1.0,1.172,3.9313,1.9442,1.0,1.0,1.5559,0.964,0.9759,0.9623,1.0,1.17042,1.08368,1.01716,1.0,1.16398,2.9612600000000002,2.34638,0.9952,1.029,2.39544,1.06884,1.10214,0.9798,1.4087153846153846,1.0814,0.9939,0.9879,1.0,0.994,0.9758,0.9434,0.988,0.994,0.9939,0.9587,0.964,0.9532,0.9434,1.329,1.4365,1.108,1.0,1.3305,3.9763,3.8664,1.0,1.157,4.7239,1.4748,1.4582,1.0589,4.7239,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,2,0.999,0.002,1254,1.1466,0.995,0.996,1.0,1.172,3.9353,1.9521,1.0,1.0,1.5606,0.9699,0.9799,0.9685,1.0,1.1724,1.0843,1.01776,1.0,1.16438,2.96806,2.35542,0.9960000000000001,1.02964,2.39974,1.0737400000000001,1.10732,0.9858800000000001,1.4118953846153846,1.0807,0.995,0.9899,1.0,0.995,0.9798,0.952,0.99,0.995,0.9949,0.9655,0.9699,0.9602,0.952,1.3316,1.4365,1.108,1.0,1.3305,3.9875,3.886,1.0,1.1582,4.7286,1.4778,1.4646,1.0638,4.7286,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,3,0.997,0.002,1254,1.1411,0.993,0.996,1.0,1.172,3.9274,1.9364,1.0,1.0,1.5512,0.9581,0.972,0.9561,1.0,1.1682000000000001,1.08308,1.01656,1.0,1.16358,2.9544799999999998,2.3373999999999997,0.9944,1.02836,2.39112,1.06398,1.097,0.97374,1.4055307692307693,1.0798,0.9929,0.9859,1.0,0.993,0.9718,0.9349,0.986,0.993,0.9929,0.952,0.9581,0.9463,0.9349,1.3265,1.4365,1.108,1.0,1.3305,3.9723,3.8469,1.0,1.1558,4.7191,1.4718,1.4518,1.054,4.7191,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,3,0.998,0.002,1254,1.1439,0.994,0.996,1.0,1.172,3.9313,1.9442,1.0,1.0,1.5559,0.964,0.9759,0.9623,1.0,1.17042,1.08368,1.01716,1.0,1.16398,2.9612600000000002,2.34638,0.9952,1.029,2.39544,1.06884,1.10214,0.9798,1.4087153846153846,1.0814,0.9939,0.9879,1.0,0.994,0.9758,0.9434,0.988,0.994,0.9939,0.9587,0.964,0.9532,0.9434,1.329,1.4365,1.108,1.0,1.3305,3.9763,3.8664,1.0,1.157,4.7239,1.4748,1.4582,1.0589,4.7239,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,3,0.999,0.002,1254,1.1466,0.995,0.996,1.0,1.172,3.9353,1.9521,1.0,1.0,1.5606,0.9699,0.9799,0.9685,1.0,1.1724,1.0843,1.01776,1.0,1.16438,2.96806,2.35542,0.9960000000000001,1.02964,2.39974,1.0737400000000001,1.10732,0.9858800000000001,1.4118953846153846,1.0807,0.995,0.9899,1.0,0.995,0.9798,0.952,0.99,0.995,0.9949,0.9655,0.9699,0.9602,0.952,1.3316,1.4365,1.108,1.0,1.3305,3.9875,3.886,1.0,1.1582,4.7286,1.4778,1.4646,1.0638,4.7286,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,4,0.997,0.002,1254,1.1411,0.993,0.996,1.0,1.172,3.9274,1.9364,1.0,1.0,1.5512,0.9581,0.972,0.9561,1.0,1.1682000000000001,1.08308,1.01656,1.0,1.16358,2.9544799999999998,2.3373999999999997,0.9944,1.02836,2.39112,1.06398,1.097,0.97374,1.4055307692307693,1.0798,0.9929,0.9859,1.0,0.993,0.9718,0.9349,0.986,0.993,0.9929,0.952,0.9581,0.9463,0.9349,1.3265,1.4365,1.108,1.0,1.3305,3.9723,3.8469,1.0,1.1558,4.7191,1.4718,1.4518,1.054,4.7191,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,4,0.999,0.002,1254,1.295,0.995,1.0,1.0,1.0,1.9086,2.846,0.9949,0.9851,1.1399,0.9752,0.9669,0.9686,1.0,1.24274,1.0798,1.0332599999999998,0.99696,1.03748,1.9361799999999998,2.74468,0.99102,0.986,1.84564,0.9702,1.40344,1.2544,1.3478307692307692,1.1318,0.982,0.9859,0.9899,0.9949,0.961,1.1499,0.9801,0.9701,1.0,0.9505,0.9612,0.9579,0.9505,1.318,1.4351,1.1854,1.0,1.1539,3.9313,3.9623,1.0,0.9949,3.493,0.9801,2.5712,2.0974,3.9623,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,4,0.997,0.002,1254,1.2892,0.993,1.0,1.0,1.0,1.8895,2.789,1.0,0.9792,1.1308,0.9655,0.9571,0.9564,1.0,1.2374399999999999,1.0776,1.03158,0.99576,1.03576,1.91506,2.7138,1.0107,0.98048,1.8386200000000001,0.95856,1.3858599999999999,1.23158,1.339446153846154,1.1278,0.978,0.9819,0.9859,0.9929,0.9473,1.1362,0.9929,0.9584,1.0,0.9314,0.9476,0.9416,0.9314,1.3141,1.4321,1.183,1.0,1.1515,3.8915,3.9502,1.0303,0.9929,3.486,0.9722,2.5609,2.0442,3.9502,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,4,0.997,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,3,0.999,0.002,1254,1.295,0.995,1.0,1.0,1.0,1.9086,2.846,0.9949,0.9851,1.1399,0.9752,0.9669,0.9686,1.0,1.24274,1.0798,1.0332599999999998,0.99696,1.03748,1.9361799999999998,2.74468,0.99102,0.986,1.84564,0.9702,1.40344,1.2544,1.3478307692307692,1.1318,0.982,0.9859,0.9899,0.9949,0.961,1.1499,0.9801,0.9701,1.0,0.9505,0.9612,0.9579,0.9505,1.318,1.4351,1.1854,1.0,1.1539,3.9313,3.9623,1.0,0.9949,3.493,0.9801,2.5712,2.0974,3.9623,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,1,0.998,0.002,1254,1.2905,0.992,1.0,1.0,0.9881,1.9475,3.8341,0.994,0.9821,1.0923,0.9525,1.0746,1.8102,1.0,1.35336,1.01284,1.0257,0.9963599999999999,0.99742,6.8351,20.524160000000002,1.0724399999999998,0.98478,1.46284,1.0419399999999999,1.2032399999999999,1.56248,3.082512307692308,1.1265,0.9879,0.9859,0.9879,0.9879,0.939,1.899,0.9939,0.978,0.988,0.9321,0.9389,0.926,0.926,1.5422,1.1003,1.134,1.0,1.0169,15.3381,76.2931,1.1905,0.9939,2.1733,1.2327,1.5752,2.1901,76.2931,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,1,0.999,0.002,1254,1.2943,0.992,1.0,1.0,0.99,1.9574,3.8535,0.995,0.9851,1.0923,0.9602,1.09,1.8337,1.0,1.35666,1.01388,1.02636,0.99698,0.999,6.89554,20.6642,1.04446,0.9871800000000001,1.46662,1.05032,1.21264,1.58118,3.099616923076923,1.1297,0.9899,0.9869,0.9899,0.9899,0.9476,1.9124,0.9949,0.981,0.99,0.9425,0.9475,0.9379,0.9379,1.5477,1.1015,1.1363,1.0,1.0169,15.4786,76.8346,1.1189,0.9949,2.1799,1.2414,1.5864,2.223,76.8346,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,2,0.997,0.002,1254,1.2828,0.992,1.0,1.0,0.9861,1.9376,3.8147,0.993,0.9792,1.0923,0.9447,1.0593,1.7927,1.0,1.34098,1.01182,1.02506,0.99576,0.9958,6.77516,16.53364,1.07184,0.9823999999999999,1.4590400000000001,1.03362,1.27854,1.5454599999999998,2.773009230769231,1.124,0.9859,0.9849,0.9859,0.9858,0.9305,1.8857,0.9929,0.975,0.986,0.9219,0.9303,0.9141,0.9141,1.5649,1.0992,1.1318,1.0,1.0169,15.1987,56.5267,1.1905,0.9929,2.1667,1.224,2.1733,2.1578,56.5267,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,2,0.998,0.002,1254,1.2862,0.992,1.0,1.0,0.9881,1.9475,3.8341,0.994,0.9821,1.0923,0.9525,1.0746,1.8141,1.0,1.34496,1.01284,1.0257,0.9963599999999999,0.99742,6.8351,16.657,1.0724399999999998,0.98478,1.46284,1.0419399999999999,1.28798,1.56346,2.790986153846154,1.1265,0.9879,0.9859,0.9879,0.9879,0.939,1.899,0.9939,0.978,0.988,0.9321,0.9389,0.926,0.926,1.5705,1.1003,1.134,1.0,1.0169,15.3381,56.9763,1.1905,0.9939,2.1733,1.2327,2.1851,2.1901,56.9763,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,2,0.999,0.002,1254,1.2896,0.992,1.0,1.0,0.99,1.9574,3.8535,0.995,0.9851,1.0923,0.9602,1.09,1.8357,1.0,1.3482800000000001,1.01388,1.02636,0.99698,0.999,6.89554,16.78118,1.04446,0.9871800000000001,1.46662,1.05032,1.29744,1.58168,2.8068400000000002,1.1297,0.9899,0.9869,0.9899,0.9899,0.9476,1.9124,0.9949,0.981,0.99,0.9425,0.9475,0.9379,0.9379,1.576,1.1015,1.1363,1.0,1.0169,15.4786,57.429,1.1189,0.9949,2.1799,1.2414,2.1969,2.223,57.429,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,3,0.997,0.002,1254,1.2828,0.992,1.0,1.0,0.9861,1.9376,3.8147,0.993,0.9792,1.0923,0.9447,1.0593,1.7927,1.0,1.34098,1.01182,1.02506,0.99576,0.9958,6.77516,16.53364,1.07184,0.9823999999999999,1.4590400000000001,1.03362,1.27854,1.5454599999999998,2.773009230769231,1.124,0.9859,0.9849,0.9859,0.9858,0.9305,1.8857,0.9929,0.975,0.986,0.9219,0.9303,0.9141,0.9141,1.5649,1.0992,1.1318,1.0,1.0169,15.1987,56.5267,1.1905,0.9929,2.1667,1.224,2.1733,2.1578,56.5267,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,3,0.998,0.002,1254,1.2862,0.992,1.0,1.0,0.9881,1.9475,3.8341,0.994,0.9821,1.0923,0.9525,1.0746,1.8141,1.0,1.34496,1.01284,1.0257,0.9963599999999999,0.99742,6.8351,16.657,1.0724399999999998,0.98478,1.46284,1.0419399999999999,1.28798,1.56346,2.790986153846154,1.1265,0.9879,0.9859,0.9879,0.9879,0.939,1.899,0.9939,0.978,0.988,0.9321,0.9389,0.926,0.926,1.5705,1.1003,1.134,1.0,1.0169,15.3381,56.9763,1.1905,0.9939,2.1733,1.2327,2.1851,2.1901,56.9763,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,3,0.999,0.002,1254,1.2896,0.992,1.0,1.0,0.99,1.9574,3.8535,0.995,0.9851,1.0923,0.9602,1.09,1.8357,1.0,1.3482800000000001,1.01388,1.02636,0.99698,0.999,6.89554,16.78118,1.04446,0.9871800000000001,1.46662,1.05032,1.29744,1.58168,2.8068400000000002,1.1297,0.9899,0.9869,0.9899,0.9899,0.9476,1.9124,0.9949,0.981,0.99,0.9425,0.9475,0.9379,0.9379,1.576,1.1015,1.1363,1.0,1.0169,15.4786,57.429,1.1189,0.9949,2.1799,1.2414,2.1969,2.223,57.429,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,4,0.997,0.002,1254,1.2828,0.992,1.0,1.0,0.9861,1.9376,3.8147,0.993,0.9792,1.0923,0.9447,1.0593,1.7927,1.0,1.34098,1.01182,1.02506,0.99576,0.9958,6.77516,16.53364,1.07184,0.9823999999999999,1.4590400000000001,1.03362,1.27854,1.5454599999999998,2.773009230769231,1.124,0.9859,0.9849,0.9859,0.9858,0.9305,1.8857,0.9929,0.975,0.986,0.9219,0.9303,0.9141,0.9141,1.5649,1.0992,1.1318,1.0,1.0169,15.1987,56.5267,1.1905,0.9929,2.1667,1.224,2.1733,2.1578,56.5267,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,4,0.998,0.002,1254,1.2862,0.992,1.0,1.0,0.9881,1.9475,3.8341,0.994,0.9821,1.0923,0.9525,1.0746,1.8141,1.0,1.34496,1.01284,1.0257,0.9963599999999999,0.99742,6.8351,16.657,1.0724399999999998,0.98478,1.46284,1.0419399999999999,1.28798,1.56346,2.790986153846154,1.1265,0.9879,0.9859,0.9879,0.9879,0.939,1.899,0.9939,0.978,0.988,0.9321,0.9389,0.926,0.926,1.5705,1.1003,1.134,1.0,1.0169,15.3381,56.9763,1.1905,0.9939,2.1733,1.2327,2.1851,2.1901,56.9763,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,3,4,0.999,0.002,1254,1.2896,0.992,1.0,1.0,0.99,1.9574,3.8535,0.995,0.9851,1.0923,0.9602,1.09,1.8357,1.0,1.3482800000000001,1.01388,1.02636,0.99698,0.999,6.89554,16.78118,1.04446,0.9871800000000001,1.46662,1.05032,1.29744,1.58168,2.8068400000000002,1.1297,0.9899,0.9869,0.9899,0.9899,0.9476,1.9124,0.9949,0.981,0.99,0.9425,0.9475,0.9379,0.9379,1.576,1.1015,1.1363,1.0,1.0169,15.4786,57.429,1.1189,0.9949,2.1799,1.2414,2.1969,2.223,57.429,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,1,0.997,0.002,1254,1.2892,0.993,1.0,1.0,1.0,1.8895,2.789,1.0,0.9792,1.1308,0.9655,0.9571,0.9564,1.0,1.2351800000000002,1.0776,1.03158,0.99576,1.03576,1.91506,2.71558,1.0107,0.98048,1.8386200000000001,0.95856,1.4033799999999998,1.23158,1.3407569230769232,1.1277,0.978,0.9819,0.9859,0.9929,0.9473,1.1362,0.9929,0.9584,1.0,0.9314,0.9476,0.9416,0.9314,1.3143,1.4321,1.183,1.0,1.1515,3.8915,3.9562,1.0303,0.9929,3.486,0.9722,3.1627,2.0442,3.9562,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,1,0.998,0.002,1254,1.2921,0.994,1.0,1.0,1.0,1.899,2.8174,1.0,0.9821,1.1353,0.9703,0.962,0.9625,1.0,1.2380200000000001,1.0787,1.03242,0.9963599999999999,1.0366199999999999,1.9256,2.73036,1.0121600000000002,0.98322,1.8420999999999998,0.96434,1.4112399999999998,1.2429400000000002,1.3456984615384615,1.1292,0.98,0.9839,0.9879,0.9939,0.9541,1.143,0.9939,0.9642,1.0,0.9409,0.9544,0.9497,0.9409,1.3178,1.4336,1.1842,1.0,1.1527,3.9114,3.9602,1.0335,0.9939,3.4895,0.9761,3.1691,2.0706,3.9602,5,5,5,5,5,5,5,5,5,5,5,5,5,65
